State,Year,Week,ILITotal,TotalPatients
New Mexico,2012,1,184,7233
New York,2012,1,72,10958
North Carolina,2012,1,134,14565
North Dakota,2012,1,23,3833
Ohio,2012,1,98,13771
Oklahoma,2012,1,44,2506
Oregon,2012,1,35,2810
Pennsylvania,2012,1,183,11449
Rhode Island,2012,1,7,4455
South Carolina,2012,1,25,5600
South Dakota,2012,1,38,4882
Tennessee,2012,1,68,9269
Texas,2012,1,745,37727
Utah,2012,1,406,17069
Vermont,2012,1,60,2740
Virginia,2012,1,1264,70227
Washington,2012,1,53,5746
West Virginia,2012,1,70,11159
Wisconsin,2012,1,27,2781
Wyoming,2012,1,37,5112
Virgin Islands,2012,1,0,0
New York City,2012,1,2525,101960
Alabama,2012,2,449,9157
Alaska,2012,2,9,1775
Arizona,2012,2,207,20325
Arkansas,2012,2,90,4913
California,2012,2,958,32552
Colorado,2012,2,157,22023
Connecticut,2012,2,6,2041
Delaware,2012,2,12,3824
District of Columbia,2012,2,79,2035
Georgia,2012,2,550,32701
Hawaii,2012,2,125,13986
Idaho,2012,2,62,4056
Illinois,2012,2,830,44465
Indiana,2012,2,106,9499
Iowa,2012,2,33,5265
Kansas,2012,2,91,9505
Kentucky,2012,2,71,18739
Louisiana,2012,2,226,9356
Maine,2012,2,32,5977
Maryland,2012,2,170,8979
Massachusetts,2012,2,333,27780
Michigan,2012,2,99,15703
Minnesota,2012,2,64,3840
Mississippi,2012,2,576,16607
Missouri,2012,2,136,7797
Montana,2012,2,4,1981
Nebraska,2012,2,104,3472
Nevada,2012,2,67,8312
New Hampshire,2012,2,7,4972
New Jersey,2012,2,24,4171
New Mexico,2012,2,182,7957
New York,2012,2,84,11677
North Carolina,2012,2,184,20685
North Dakota,2012,2,18,4240
Ohio,2012,2,132,16307
Oklahoma,2012,2,27,2209
Oregon,2012,2,28,3907
Pennsylvania,2012,2,205,13642
Rhode Island,2012,2,5,5476
South Carolina,2012,2,28,6933
South Dakota,2012,2,58,5102
Tennessee,2012,2,85,11600
Texas,2012,2,859,39846
Utah,2012,2,428,18036
Vermont,2012,2,72,2698
Virginia,2012,2,946,67689
Washington,2012,2,44,7493
West Virginia,2012,2,101,13988
Wisconsin,2012,2,27,3683
Wyoming,2012,2,35,6012
Virgin Islands,2012,2,0,0
New York City,2012,2,2032,101279
Alabama,2012,3,545,9411
Alaska,2012,3,14,1833
Arizona,2012,3,212,19287
Arkansas,2012,3,93,5048
California,2012,3,855,31238
Colorado,2012,3,160,21995
Connecticut,2012,3,15,3404
Delaware,2012,3,7,3123
District of Columbia,2012,3,63,1767
Georgia,2012,3,622,32316
Hawaii,2012,3,148,11602
Idaho,2012,3,65,3696
Illinois,2012,3,867,41643
Indiana,2012,3,91,9360
Iowa,2012,3,41,5316
Kansas,2012,3,109,8582
Kentucky,2012,3,46,17900
Louisiana,2012,3,238,9045
Maine,2012,3,19,5857
Maryland,2012,3,181,8279
Massachusetts,2012,3,314,24904
Michigan,2012,3,105,15452
Minnesota,2012,3,46,3965
Mississippi,2012,3,443,14518
Missouri,2012,3,136,8376
Montana,2012,3,3,1663
Nebraska,2012,3,121,3530
Nevada,2012,3,131,15770
New Hampshire,2012,3,13,4936
New Jersey,2012,3,36,4583
New Mexico,2012,3,169,8089
New York,2012,3,80,11951
North Carolina,2012,3,195,19264
North Dakota,2012,3,27,4155
Ohio,2012,3,112,15767
Oklahoma,2012,3,32,2709
Oregon,2012,3,37,2868
Pennsylvania,2012,3,201,14701
Rhode Island,2012,3,9,4945
South Carolina,2012,3,52,6628
South Dakota,2012,3,76,5197
Tennessee,2012,3,125,11091
Texas,2012,3,923,40004
Utah,2012,3,372,16097
Vermont,2012,3,63,3006
Virginia,2012,3,1117,66982
Washington,2012,3,39,4038
West Virginia,2012,3,76,12556
Wisconsin,2012,3,29,2375
Wyoming,2012,3,42,5499
Virgin Islands,2012,3,0,0
New York City,2012,3,2105,96781
Alabama,2012,4,606,9677
Alaska,2012,4,28,1871
Arizona,2012,4,216,20962
Arkansas,2012,4,118,5548
California,2012,4,1224,34650
Colorado,2012,4,231,22493
Connecticut,2012,4,18,3790
Delaware,2012,4,10,3797
District of Columbia,2012,4,98,2460
Georgia,2012,4,642,34361
Hawaii,2012,4,144,14132
Idaho,2012,4,85,4230
Illinois,2012,4,948,45962
Indiana,2012,4,133,10287
Iowa,2012,4,47,5722
Kansas,2012,4,112,10454
Kentucky,2012,4,92,18679
Louisiana,2012,4,270,12667
Maine,2012,4,32,5937
Maryland,2012,4,203,9934
Massachusetts,2012,4,353,29733
Michigan,2012,4,125,16467
Minnesota,2012,4,65,4390
Mississippi,2012,4,514,16202
Missouri,2012,4,203,9032
Montana,2012,4,4,2333
Nebraska,2012,4,102,3676
Nevada,2012,4,135,8767
New Hampshire,2012,4,5,5069
New Jersey,2012,4,45,5935
New Mexico,2012,4,218,8556
New York,2012,4,69,13535
North Carolina,2012,4,215,20584
North Dakota,2012,4,26,2766
Ohio,2012,4,109,17540
Oklahoma,2012,4,137,4091
Oregon,2012,4,52,3721
Pennsylvania,2012,4,217,16715
Rhode Island,2012,4,18,6534
South Carolina,2012,4,54,7539
South Dakota,2012,4,95,5365
Tennessee,2012,4,154,12884
Texas,2012,4,899,39868
Utah,2012,4,422,19157
Vermont,2012,4,60,3042
Virginia,2012,4,1034,70041
Washington,2012,4,49,8093
West Virginia,2012,4,93,13938
Wisconsin,2012,4,55,3762
Wyoming,2012,4,49,6018
Virgin Islands,2012,4,0,0
New York City,2012,4,2041,97291
Alabama,2012,5,650,9862
Alaska,2012,5,11,1312
Arizona,2012,5,303,20898
Arkansas,2012,5,78,5657
California,2012,5,1359,35266
Colorado,2012,5,213,21204
Connecticut,2012,5,14,3875
Delaware,2012,5,15,3684
District of Columbia,2012,5,87,2404
Georgia,2012,5,768,36442
Hawaii,2012,5,150,13579
Idaho,2012,5,100,4190
Illinois,2012,5,1136,46222
Indiana,2012,5,133,9613
Iowa,2012,5,52,5688
Kansas,2012,5,155,10182
Kentucky,2012,5,94,18338
Louisiana,2012,5,266,12915
Maine,2012,5,21,6096
Maryland,2012,5,180,9170
Massachusetts,2012,5,338,29413
Michigan,2012,5,135,12938
Minnesota,2012,5,72,4353
Mississippi,2012,5,660,15895
Missouri,2012,5,312,8944
Montana,2012,5,6,2428
Nebraska,2012,5,124,3014
Nevada,2012,5,149,7974
New Hampshire,2012,5,17,5406
New Jersey,2012,5,40,4951
New Mexico,2012,5,217,8601
New York,2012,5,88,14836
North Carolina,2012,5,235,22320
North Dakota,2012,5,31,2922
Ohio,2012,5,149,16039
Oklahoma,2012,5,103,3213
Oregon,2012,5,38,3940
Pennsylvania,2012,5,219,16437
Rhode Island,2012,5,20,6770
South Carolina,2012,5,60,6230
South Dakota,2012,5,131,5663
Tennessee,2012,5,111,13249
Texas,2012,5,1046,41362
Utah,2012,5,542,19475
Vermont,2012,5,58,3174
Virginia,2012,5,1128,67086
Washington,2012,5,93,8051
West Virginia,2012,5,117,14423
Wisconsin,2012,5,34,3874
Wyoming,2012,5,66,5676
Virgin Islands,2012,5,0,0
New York City,2012,5,2030,97672
Alabama,2012,6,697,10838
Alaska,2012,6,13,2111
Arizona,2012,6,273,19603
Arkansas,2012,6,137,5483
California,2012,6,1265,38358
Colorado,2012,6,239,22559
Connecticut,2012,6,31,4786
Delaware,2012,6,6,3757
District of Columbia,2012,6,92,2317
Georgia,2012,6,724,36024
Hawaii,2012,6,129,13921
Idaho,2012,6,82,4152
Illinois,2012,6,989,41134
Indiana,2012,6,125,9688
Iowa,2012,6,64,5806
Kansas,2012,6,218,10012
Kentucky,2012,6,85,17855
Louisiana,2012,6,365,12772
Maine,2012,6,26,6390
Maryland,2012,6,236,8949
Massachusetts,2012,6,312,27954
Michigan,2012,6,126,16513
Minnesota,2012,6,78,4586
Mississippi,2012,6,646,15860
Missouri,2012,6,342,9005
Montana,2012,6,7,2506
Nebraska,2012,6,123,3544
Nevada,2012,6,246,9533
New Hampshire,2012,6,14,5461
New Jersey,2012,6,42,5165
New Mexico,2012,6,192,8888
New York,2012,6,72,14167
North Carolina,2012,6,293,22711
North Dakota,2012,6,25,1821
Ohio,2012,6,137,15679
Oklahoma,2012,6,118,3752
Oregon,2012,6,44,3994
Pennsylvania,2012,6,236,17505
Rhode Island,2012,6,23,6734
South Carolina,2012,6,44,6979
South Dakota,2012,6,129,5817
Tennessee,2012,6,145,11911
Texas,2012,6,1124,42351
Utah,2012,6,566,19412
Vermont,2012,6,69,3166
Virginia,2012,6,1020,68949
Washington,2012,6,90,8058
West Virginia,2012,6,82,13992
Wisconsin,2012,6,43,3828
Wyoming,2012,6,44,5261
Virgin Islands,2012,6,0,0
New York City,2012,6,2017,98890
Alabama,2012,7,726,10755
Alaska,2012,7,8,2218
Arizona,2012,7,362,18924
Arkansas,2012,7,119,5363
California,2012,7,1278,35764
Colorado,2012,7,243,23085
Connecticut,2012,7,51,5204
Delaware,2012,7,14,3779
District of Columbia,2012,7,88,1898
Georgia,2012,7,740,35873
Hawaii,2012,7,154,14108
Idaho,2012,7,146,4277
Illinois,2012,7,1361,46505
Indiana,2012,7,110,9906
Iowa,2012,7,68,6029
Kansas,2012,7,265,9961
Kentucky,2012,7,124,17494
Louisiana,2012,7,376,11829
Maine,2012,7,31,6481
Maryland,2012,7,226,8167
Massachusetts,2012,7,320,28239
Michigan,2012,7,163,15702
Minnesota,2012,7,80,4495
Mississippi,2012,7,593,15339
Missouri,2012,7,386,8849
Montana,2012,7,5,2367
Nebraska,2012,7,120,3650
Nevada,2012,7,279,16905
New Hampshire,2012,7,8,5349
New Jersey,2012,7,44,5386
New Mexico,2012,7,217,8231
New York,2012,7,81,13820
North Carolina,2012,7,292,22013
North Dakota,2012,7,21,1880
Ohio,2012,7,127,15283
Oklahoma,2012,7,175,4067
Oregon,2012,7,67,3834
Pennsylvania,2012,7,230,17775
Rhode Island,2012,7,12,6538
South Carolina,2012,7,47,7247
South Dakota,2012,7,167,5558
Tennessee,2012,7,196,12805
Texas,2012,7,1241,42015
Utah,2012,7,589,19295
Vermont,2012,7,58,3350
Virginia,2012,7,1164,68782
Washington,2012,7,83,7731
West Virginia,2012,7,104,13592
Wisconsin,2012,7,43,3831
Wyoming,2012,7,56,5153
Virgin Islands,2012,7,0,0
New York City,2012,7,2052,98546
Alabama,2012,8,654,10768
Alaska,2012,8,10,2146
Arizona,2012,8,344,17897
Arkansas,2012,8,132,5085
California,2012,8,1300,30911
Colorado,2012,8,316,23168
Connecticut,2012,8,21,3514
Delaware,2012,8,4,3769
District of Columbia,2012,8,85,1958
Georgia,2012,8,379,32216
Hawaii,2012,8,119,11182
Idaho,2012,8,105,4524
Illinois,2012,8,1557,46222
Indiana,2012,8,183,9756
Iowa,2012,8,40,4862
Kansas,2012,8,289,9240
Kentucky,2012,8,161,21570
Louisiana,2012,8,430,17103
Maine,2012,8,29,5364
Maryland,2012,8,162,8598
Massachusetts,2012,8,305,22906
Michigan,2012,8,150,15911
Minnesota,2012,8,73,4000
Mississippi,2012,8,578,15075
Missouri,2012,8,358,8696
Montana,2012,8,16,2159
Nebraska,2012,8,120,3951
Nevada,2012,8,273,17652
New Hampshire,2012,8,16,4823
New Jersey,2012,8,44,5250
New Mexico,2012,8,249,8433
New York,2012,8,124,12542
North Carolina,2012,8,390,22818
North Dakota,2012,8,17,1553
Ohio,2012,8,160,15947
Oklahoma,2012,8,253,4359
Oregon,2012,8,49,3529
Pennsylvania,2012,8,232,17062
Rhode Island,2012,8,14,5583
South Carolina,2012,8,48,6806
South Dakota,2012,8,134,5613
Tennessee,2012,8,224,13040
Texas,2012,8,1141,35285
Utah,2012,8,629,19402
Vermont,2012,8,64,2781
Virginia,2012,8,1163,71193
Washington,2012,8,92,7095
West Virginia,2012,8,94,11794
Wisconsin,2012,8,40,3945
Wyoming,2012,8,70,4834
Virgin Islands,2012,8,0,0
New York City,2012,8,2230,98624
Alabama,2012,9,577,9239
Alaska,2012,9,19,2249
Arizona,2012,9,354,19342
Arkansas,2012,9,164,4934
California,2012,9,1253,35393
Colorado,2012,9,343,23843
Connecticut,2012,9,22,3290
Delaware,2012,9,10,2821
District of Columbia,2012,9,83,2456
Georgia,2012,9,732,36363
Hawaii,2012,9,169,13997
Idaho,2012,9,133,4716
Illinois,2012,9,1561,46183
Indiana,2012,9,175,9892
Iowa,2012,9,61,5117
Kansas,2012,9,323,9766
Kentucky,2012,9,137,20434
Louisiana,2012,9,370,15300
Maine,2012,9,23,5833
Maryland,2012,9,198,6248
Massachusetts,2012,9,298,27611
Michigan,2012,9,171,15317
Minnesota,2012,9,95,4484
Mississippi,2012,9,562,12017
Missouri,2012,9,393,8945
Montana,2012,9,12,2560
Nebraska,2012,9,140,3261
Nevada,2012,9,254,14820
New Hampshire,2012,9,3,4445
New Jersey,2012,9,49,5022
New Mexico,2012,9,345,9434
New York,2012,9,109,13870
North Carolina,2012,9,345,22679
North Dakota,2012,9,19,1558
Ohio,2012,9,123,14506
Oklahoma,2012,9,248,4113
Oregon,2012,9,71,4133
Pennsylvania,2012,9,213,16211
Rhode Island,2012,9,18,6537
South Carolina,2012,9,38,6690
South Dakota,2012,9,122,4923
Tennessee,2012,9,215,12580
Texas,2012,9,1434,43127
Utah,2012,9,629,25129
Vermont,2012,9,53,2663
Virginia,2012,9,1091,70250
Washington,2012,9,84,7573
West Virginia,2012,9,96,13796
Wisconsin,2012,9,44,3669
Wyoming,2012,9,90,5392
Virgin Islands,2012,9,0,0
New York City,2012,9,2057,100294
Alabama,2012,10,574,9175
Alaska,2012,10,13,2041
Arizona,2012,10,334,19115
Arkansas,2012,10,254,5401
California,2012,10,812,30156
Colorado,2012,10,321,23420
Connecticut,2012,10,38,4448
Delaware,2012,10,17,3125
District of Columbia,2012,10,67,2376
Georgia,2012,10,696,36165
Hawaii,2012,10,171,13442
Idaho,2012,10,112,4720
Illinois,2012,10,1829,46314
Indiana,2012,10,193,9613
Iowa,2012,10,46,4740
Kansas,2012,10,338,9843
Kentucky,2012,10,105,19074
Louisiana,2012,10,329,13104
Maine,2012,10,17,5256
Maryland,2012,10,255,10313
Massachusetts,2012,10,261,27500
Michigan,2012,10,189,12803
Minnesota,2012,10,72,3605
Mississippi,2012,10,688,13283
Missouri,2012,10,363,9125
Montana,2012,10,23,2719
Nebraska,2012,10,112,3245
Nevada,2012,10,216,9822
New Hampshire,2012,10,5,5042
New Jersey,2012,10,61,4543
New Mexico,2012,10,249,8594
New York,2012,10,102,13679
North Carolina,2012,10,299,18268
North Dakota,2012,10,18,1884
Ohio,2012,10,129,14448
Oklahoma,2012,10,295,4302
Oregon,2012,10,70,4219
Pennsylvania,2012,10,172,13315
Rhode Island,2012,10,10,6093
South Carolina,2012,10,19,5621
South Dakota,2012,10,106,5253
Tennessee,2012,10,204,11404
Texas,2012,10,960,33421
Utah,2012,10,618,20107
Vermont,2012,10,50,2643
Virginia,2012,10,1077,68552
Washington,2012,10,103,7117
West Virginia,2012,10,126,13424
Wisconsin,2012,10,45,3798
Wyoming,2012,10,85,5399
Virgin Islands,2012,10,0,0
New York City,2012,10,2044,103496
Alabama,2012,11,552,9281
Alaska,2012,11,25,1878
Arizona,2012,11,321,19109
Arkansas,2012,11,327,5410
California,2012,11,920,29445
Colorado,2012,11,340,23003
Connecticut,2012,11,11,1525
Delaware,2012,11,13,2774
District of Columbia,2012,11,76,2105
Georgia,2012,11,748,33031
Hawaii,2012,11,212,13423
Idaho,2012,11,157,4685
Illinois,2012,11,2074,44423
Indiana,2012,11,219,8966
Iowa,2012,11,43,3604
Kansas,2012,11,262,9923
Kentucky,2012,11,126,18559
Louisiana,2012,11,425,15473
Maine,2012,11,11,6026
Maryland,2012,11,212,5430
Massachusetts,2012,11,292,25521
Michigan,2012,11,263,15885
Minnesota,2012,11,89,3902
Mississippi,2012,11,671,12611
Missouri,2012,11,291,8658
Montana,2012,11,31,2642
Nebraska,2012,11,83,3017
Nevada,2012,11,340,17603
New Hampshire,2012,11,9,4491
New Jersey,2012,11,37,4178
New Mexico,2012,11,260,8139
New York,2012,11,127,12741
North Carolina,2012,11,174,19273
North Dakota,2012,11,42,1663
Ohio,2012,11,93,13008
Oklahoma,2012,11,303,3703
Oregon,2012,11,79,3925
Pennsylvania,2012,11,199,14741
Rhode Island,2012,11,7,4986
South Carolina,2012,11,27,6614
South Dakota,2012,11,114,5179
Tennessee,2012,11,322,12028
Texas,2012,11,1278,35563
Utah,2012,11,698,17995
Vermont,2012,11,76,2832
Virginia,2012,11,1078,71660
Washington,2012,11,97,6445
West Virginia,2012,11,101,13867
Wisconsin,2012,11,72,3568
Wyoming,2012,11,99,5337
Virgin Islands,2012,11,0,0
New York City,2012,11,2304,105702
Alabama,2012,12,366,7976
Alaska,2012,12,23,2025
Arizona,2012,12,309,18253
Arkansas,2012,12,118,3131
California,2012,12,819,28919
Colorado,2012,12,274,23012
Connecticut,2012,12,10,3258
Delaware,2012,12,12,2860
District of Columbia,2012,12,74,2181
Georgia,2012,12,688,35830
Hawaii,2012,12,319,13838
Idaho,2012,12,157,4416
Illinois,2012,12,1562,46225
Indiana,2012,12,193,9607
Iowa,2012,12,37,4764
Kansas,2012,12,133,7489
Kentucky,2012,12,106,20542
Louisiana,2012,12,365,14488
Maine,2012,12,33,6242
Maryland,2012,12,191,9128
Massachusetts,2012,12,320,26075
Michigan,2012,12,169,15353
Minnesota,2012,12,103,4268
Mississippi,2012,12,531,12129
Missouri,2012,12,158,7990
Montana,2012,12,19,2551
Nebraska,2012,12,68,3140
Nevada,2012,12,190,9142
New Hampshire,2012,12,4,4601
New Jersey,2012,12,48,5014
New Mexico,2012,12,213,8137
New York,2012,12,86,12524
North Carolina,2012,12,271,20992
North Dakota,2012,12,40,2063
Ohio,2012,12,99,12855
Oklahoma,2012,12,128,3261
Oregon,2012,12,120,3273
Pennsylvania,2012,12,205,16852
Rhode Island,2012,12,15,6122
South Carolina,2012,12,23,6904
South Dakota,2012,12,53,5197
Tennessee,2012,12,194,11784
Texas,2012,12,1149,41082
Utah,2012,12,506,17946
Vermont,2012,12,91,3167
Virginia,2012,12,977,72181
Washington,2012,12,78,6838
West Virginia,2012,12,151,13132
Wisconsin,2012,12,48,3288
Wyoming,2012,12,48,4705
Virgin Islands,2012,12,0,0
New York City,2012,12,2216,106421
Alabama,2012,13,334,7530
Alaska,2012,13,18,1955
Arizona,2012,13,298,17961
Arkansas,2012,13,81,4318
California,2012,13,1229,31522
Colorado,2012,13,188,21744
Connecticut,2012,13,12,3581
Delaware,2012,13,4,2835
District of Columbia,2012,13,59,2569
Georgia,2012,13,642,35524
Hawaii,2012,13,334,11536
Idaho,2012,13,111,3944
Illinois,2012,13,1077,44070
Indiana,2012,13,153,9496
Iowa,2012,13,21,2877
Kansas,2012,13,93,8879
Kentucky,2012,13,70,21665
Louisiana,2012,13,422,16224
Maine,2012,13,23,6230
Maryland,2012,13,150,7423
Massachusetts,2012,13,197,27092
Michigan,2012,13,102,15006
Minnesota,2012,13,75,4294
Mississippi,2012,13,456,11023
Missouri,2012,13,92,7694
Montana,2012,13,4,2552
Nebraska,2012,13,67,2908
Nevada,2012,13,214,14561
New Hampshire,2012,13,7,5450
New Jersey,2012,13,42,5242
New Mexico,2012,13,191,8220
New York,2012,13,78,13034
North Carolina,2012,13,169,19135
North Dakota,2012,13,18,2034
Ohio,2012,13,98,14258
Oklahoma,2012,13,74,3237
Oregon,2012,13,41,2109
Pennsylvania,2012,13,214,16668
Rhode Island,2012,13,25,5830
South Carolina,2012,13,22,7443
South Dakota,2012,13,48,4765
Tennessee,2012,13,109,12505
Texas,2012,13,1057,39138
Utah,2012,13,518,16098
Vermont,2012,13,94,3073
Virginia,2012,13,898,68734
Washington,2012,13,102,6733
West Virginia,2012,13,114,12772
Wisconsin,2012,13,26,3758
Wyoming,2012,13,82,4561
Virgin Islands,2012,13,0,0
New York City,2012,13,2059,102388
Alabama,2012,14,316,8117
Alaska,2012,14,37,2204
Arizona,2012,14,275,16267
Arkansas,2012,14,66,4565
California,2012,14,952,31822
Colorado,2012,14,194,21001
Connecticut,2012,14,8,3344
Delaware,2012,14,11,2436
District of Columbia,2012,14,35,1842
Georgia,2012,14,521,32063
Hawaii,2012,14,370,13415
Idaho,2012,14,122,3842
Illinois,2012,14,1009,43446
Indiana,2012,14,145,8359
Iowa,2012,14,13,3768
Kansas,2012,14,78,8407
Kentucky,2012,14,52,15671
Louisiana,2012,14,284,12692
Maine,2012,14,18,6176
Maryland,2012,14,134,8261
Massachusetts,2012,14,289,26680
Michigan,2012,14,99,13392
Minnesota,2012,14,86,4501
Mississippi,2012,14,439,11478
Missouri,2012,14,60,7511
Montana,2012,14,3,1615
Nebraska,2012,14,60,2985
Nevada,2012,14,182,15223
New Hampshire,2012,14,8,4814
New Jersey,2012,14,49,4246
New Mexico,2012,14,200,7346
New York,2012,14,95,11932
North Carolina,2012,14,200,18026
North Dakota,2012,14,26,1864
Ohio,2012,14,86,12459
Oklahoma,2012,14,68,3426
Oregon,2012,14,31,3599
Pennsylvania,2012,14,184,14841
Rhode Island,2012,14,28,6004
South Carolina,2012,14,19,6599
South Dakota,2012,14,36,4950
Tennessee,2012,14,75,10396
Texas,2012,14,947,37554
Utah,2012,14,370,17513
Vermont,2012,14,87,3006
Virginia,2012,14,860,66854
Washington,2012,14,115,7095
West Virginia,2012,14,81,10880
Wisconsin,2012,14,39,2698
Wyoming,2012,14,65,4137
Virgin Islands,2012,14,1,399
New York City,2012,14,2041,98750
Alabama,2012,15,297,7913
Alaska,2012,15,54,2327
Arizona,2012,15,280,17755
Arkansas,2012,15,49,4437
California,2012,15,927,32278
Colorado,2012,15,156,21282
Connecticut,2012,15,20,2928
Delaware,2012,15,14,2425
District of Columbia,2012,15,76,2706
Georgia,2012,15,468,32385
Hawaii,2012,15,57,1975
Idaho,2012,15,82,3424
Illinois,2012,15,962,42655
Indiana,2012,15,95,9136
Iowa,2012,15,14,4094
Kansas,2012,15,40,8823
Kentucky,2012,15,19,19178
Louisiana,2012,15,233,12870
Maine,2012,15,27,5733
Maryland,2012,15,122,8747
Massachusetts,2012,15,279,26824
Michigan,2012,15,105,14750
Minnesota,2012,15,68,4386
Mississippi,2012,15,329,10237
Missouri,2012,15,64,7635
Montana,2012,15,9,2280
Nebraska,2012,15,59,3093
Nevada,2012,15,132,16055
New Hampshire,2012,15,7,4691
New Jersey,2012,15,38,4483
New Mexico,2012,15,218,8347
New York,2012,15,88,10829
North Carolina,2012,15,168,18491
North Dakota,2012,15,18,1522
Ohio,2012,15,60,12121
Oklahoma,2012,15,31,2895
Oregon,2012,15,81,3941
Pennsylvania,2012,15,196,16813
Rhode Island,2012,15,43,6566
South Carolina,2012,15,16,7298
South Dakota,2012,15,40,4704
Tennessee,2012,15,117,12415
Texas,2012,15,851,39861
Utah,2012,15,381,17430
Vermont,2012,15,80,3092
Virginia,2012,15,769,66739
Washington,2012,15,125,7193
West Virginia,2012,15,61,11683
Wisconsin,2012,15,16,3182
Wyoming,2012,15,37,4226
Virgin Islands,2012,15,0,384
New York City,2012,15,1904,98189
Alabama,2012,16,351,8082
Alaska,2012,16,51,2328
Arizona,2012,16,234,17578
Arkansas,2012,16,29,3836
California,2012,16,717,33333
Colorado,2012,16,129,21556
Connecticut,2012,16,5,1847
Delaware,2012,16,4,2674
District of Columbia,2012,16,51,2288
Georgia,2012,16,468,33995
Hawaii,2012,16,56,1927
Idaho,2012,16,94,3377
Illinois,2012,16,863,43494
Indiana,2012,16,91,9936
Iowa,2012,16,18,4046
Kansas,2012,16,39,8412
Kentucky,2012,16,23,15956
Louisiana,2012,16,350,15903
Maine,2012,16,20,4974
Maryland,2012,16,117,9772
Massachusetts,2012,16,260,23297
Michigan,2012,16,85,14719
Minnesota,2012,16,55,4319
Mississippi,2012,16,316,11383
Missouri,2012,16,52,7996
Montana,2012,16,2,2434
Nebraska,2012,16,56,2735
Nevada,2012,16,120,15522
New Hampshire,2012,16,11,4586
New Jersey,2012,16,48,4906
New Mexico,2012,16,156,7419
New York,2012,16,88,12758
North Carolina,2012,16,154,19404
North Dakota,2012,16,26,2084
Ohio,2012,16,63,12926
Oklahoma,2012,16,73,4229
Oregon,2012,16,28,3446
Pennsylvania,2012,16,193,17112
Rhode Island,2012,16,21,5529
South Carolina,2012,16,30,7589
South Dakota,2012,16,40,4888
Tennessee,2012,16,52,11822
Texas,2012,16,842,38883
Utah,2012,16,336,17731
Vermont,2012,16,64,2326
Virginia,2012,16,780,70922
Washington,2012,16,120,7161
West Virginia,2012,16,69,11584
Wisconsin,2012,16,27,3782
Wyoming,2012,16,33,4562
Virgin Islands,2012,16,2,434
New York City,2012,16,1875,107460
Alabama,2012,17,350,7876
Alaska,2012,17,45,2458
